一个顶俩 yi'ge'ding'lia
不足为意 bu'zu'wei'yi
乐昌分镜 le'chang'fen'jing
章句小儒 zhang'ju'xiao'ru
备位充数 bei'wei'chong'shu
疾如雷电 ji'ru'lei'dian
大为折服 da'wei'zhe'fu
能言巧辩 neng'yan'qiao'bian
矢石之间 shi'shi'zhi'jian
案剑瞋目 an'jian'chen'mu
汲深绠短 ji'shen'geng'duan
大有径庭 da'you'jing'ting
指矢天日 zhi'shi'tian'ri
以逸击劳 yi'yi'ji'lao
一心无二 yi'xin'wu'er
有嘴无心 you'zui'wu'xin
碍足碍手 ai'zu'ai'shou
有志难酬 you'zhi'nan'chou
陋室空堂 lou'shi'kong'tang
箪食豆羹 dan'shi'dou'geng
一晦一明 yi'hui'yi'ming
珠盘玉敦 zhu'pan'yu'dui
容民畜众 rong'min'chu'zhong
善自为谋 shan'zi'wei'mou
芟夷大难 shan'yi'da'nan
酒后茶余 jiu'hou'cha'yu
筚门圭窬 bi'men'gui'yu
海水群飞 hai'shui'qun'fei
阶柳庭花 jie'liu'ting'hua
独善一身 du'shan'yi'shen
连城之璧 lian'cheng'zhi'bi
翩翩年少 pian'pian'nian'shao
赫赫炎炎 he'he'yan'yan
挟细拿粗 xie'xi'na'cu
斗筲之辈 dou'shao'zhi'bei
排沙简金 pai'sha'jian'jin
遗臭万代 yi'chou'wan'dai
偃旗卧鼓 yan'qi'wo'gu
深入膏肓 shen'ru'gao'huang
跌宕不羁 die'dang'bu'ji
太阳打西边出来 tai'yang'da'xi'bian'chu'lai
剪草除根 jian'cao'chu'gen
爱生恶死 ai'sheng'e'si
黄麻紫书 huang'ma'zi'shu
鲁鱼帝虎 lu'yu'di'hu
摆尾摇头 bai'wei'yao'tou
善气迎人 shan'qi'ying'ren
盈尺之地 ying'chi'zhi'di
李下不整冠 li'xia'bu'zheng'guan
潜移暗化 qian'yi'an'hua
求新立异 qiu'xin'li'yi
眼观为实 yan'guan'wei'shi
八砖学士 ba'zhuan'xue'shi
白头相守 bai'tou'xiang'shou
泾清渭浊 jing'qing'wei'zhuo
朗目疏眉 lang'mu'shu'mei
盗贼公行 dao'zei'gong'xing
以一持万 yi'yi'chi'wan
做小伏低 zuo'xiao'fu'di
鼎分三足 ding'fen'san'zu
至言去言 zhi'yan'qu'yan
治国经邦 zhi'guo'jing'bang
寒烟衰草 han'yan'shuai'cao
青林黑塞 qing'lin'hei'sai
诞幻不经 dan'huan'bu'jing
搔头抓耳 sao'tou'zhua'er
绝世超伦 jue'shi'chao'lun
经官动府 jing'guan'dong'fu
屈指而数 qu'zhi'er'shu
屡战屡北 lv'zhan'lv'bei
含冤受屈 han'yuan'shou'qu
识字知书 shi'zi'zhi'shu
施而不费 shi'er'bu'fei
百无是处 bai'wu'shi'chu
如饮醍醐 ru'yin'ti'hu
金瓶素绠 jin'ping'su'geng
飞土逐肉 fei'tu'zhu'rou
无倚无靠 wu'yi'wu'kao
三头两面 san'tou'liang'mian
措置乖方 cuo'zhi'guai'fang
布德施惠 bu'de'shi'hui
倒持干戈 dao'chi'gan'ge
监门之养 jian'men'zhi'yang
婢膝奴颜 bi'xi'nu'yan
以往鉴来 yi'wang'jian'lai
尺籍伍符 chi'ji'wu'fu
谦尊而光 qian'zun'er'guang
冁然而笑 chan'ran'er'xiao
前合后偃 qian'he'hou'yan
设言托意 she'yan'tuo'yi
漱流枕石 shu'liu'zhen'shi
循次而进 xun'ci'er'jin
悬车致仕 xuan'che'zhi'shi
倾身营救 qing'shen'ying'jiu
假公营私 jia'gong'ying'si
白日作梦 bai'ri'zuo'meng
燕妒莺惭 yan'du'ying'can
兔葵燕麦 tu'kui'yan'mai
上清童子 shang'qing'tong'zi
者也之乎 zhe'ye'zhi'hu
此中三昧 ci'zhong'san'mei
攘臂而起 rang'bi'er'qi
引咎责躬 yin'jiu'ze'gong
倾家竭产 qing'jia'jie'chan
百结鹑衣 bai'jie'chun'yi
爱亲做亲 ai'qin'zuo'qin
凡胎俗骨 fan'tai'su'gu
瞠目而视 cheng'mu'er'shi
他山攻错 ta'shan'gong'cuo
堕其术中 duo'qi'shu'zhong
先觉先知 xian'jue'xian'zhi
取友必端 qu'you'bi'duan
平流缓进 ping'liu'huan'jin
披毛带角 pi'mao'dai'jiao
躬逢盛事 gong'feng'sheng'shi
违天逆理 wei'tian'ni'li
封豨修蛇 feng'xi'xiu'she
扶危持颠 fu'wei'chi'dian
雕心雁爪 diao'xin'yan'zhao
戏子无义 xi'zi'wu'yi
粘皮带骨 zhan'pi'dai'gu
从其所好 cong'qi'suo'hao
人言啧啧 ren'yan'ze'ze
爱才好士 ai'cai'hao'shi
披沙简金 pi'sha'jian'jin
风波平地 feng'bo'ping'di
高而不危 gao'er'bu'wei
积厚流光 ji'hou'liu'guang
白首相庄 bai'shou'xiang'zhuang
牛骥共牢 niu'ji'gong'lao
窃啮斗暴 qie'nie'dou'bao
成败论人 cheng'bai'lun'ren
不胜杯杓 bu'sheng'bei'biao
冬扇夏炉 dong'shan'xia'lu
取长弃短 qu'zhang'qi'duan
窃窃细语 qie'qie'xi'yu
困知勉行 kun'zhi'mian'xing
豺狼当路 chai'lang'dang'lu
酒食征逐 jiu'shi'zheng'zhu
让再让三 rang'zai'rang'san
计深虑远 ji'shen'lv'yuan
太丘道广 tai'qiu'dao'guang
妍蚩好恶 yan'chi'hao'e
指亲托故 zhi'qin'tuo'gu
安分守理 an'fen'shou'li
人大心大 ren'da'xin'da
丑媳妇总得见公婆 chou'xi'fu'zong'de'jian'gong'po
半信不信 ban'xin'bu'xin
劳身焦思 lao'shen'jiao'si
同心共济 tong'xin'gong'ji
拍手拍脚 pai'shou'pai'jiao
承上起下 cheng'shang'qi'xia
尽心图报 jin'xin'tu'bao
消愁破闷 xiao'chou'po'men
双柑斗酒 shuanggan'gan'dou'jiu
引吭高唱 yin'keng'gao'chang
忍辱含羞 ren'ru'han'xiu
休休有容 xiu'xiu'you'rong
钟鸣鼎重 zhong'ming'ding'zhong
无德而称 wu'de'er'cheng
之死靡他 zhi'si'mi'ta
曹操就到 cao'cao'jiu'dao
超然自得 chao'ran'zi'de
一瞬千里 yi'shun'qian'li
刀耕火耨 dao'geng'huo'nou
擿埴索涂 ti'zhi'suo'tu
察察为明 cha'cha'wei'ming
意气相合 yi'qi'xiang'he
与物无忤 yu'wu'wu'wu
荡析离居 dang'xi'li'ju
桂折一枝 gui'zhe'yi'zhi
轻裘肥马 qing'qiu'fei'ma
多藏厚亡 duo'cang'hou'wang
铁肠石心 tie'chang'shi'xin
回光反照 hui'guang'fan'zhao
延颈企踵 yan'jing'qi'zhong
同恶相助 tong'e'xiang'zhu
浑身是口 hun'shen'shi'kou
蒿目时艰 hao'mu'shi'jian
弃之敝屣 qi'zhi'bi'xi
无恒安息 wu'heng'an'xi
亿兆一心 yi'zhao'yi'xin
一叶报秋 yi'ye'bao'qiu
奔竞之士 ben'jing'zhi'shi
一坐皆惊 yi'zuo'jie'jing
铢两相称 zhu'liang'xiang'cheng
杞天之虑 qi'tian'zhi'lv
违时绝俗 wei'shi'jue'su
嘁嘁嚓嚓 qi'qi'ca'ca
嘎七马八 ga'qi'ma'ba
蔓草荒烟 man'cao'huang'yan
悲愁垂涕 bei'chou'chui'ti
亟疾苛察 ji'ji'ke'cha
忍饥受渴 ren'ji'shou'ke
赫然耸现 he'ran'song'xian
言约旨远 yan'yue'zhi'yuan
竭诚相待 jie'cheng'xiang'dai
蜂媒蝶使 feng'mei'die'shi
唐突西施 tang'tu'xi'shi
不公不法 bu'gong'bu'fa
绳趋尺步 sheng'qu'chi'bu
龙盘凤逸 long'pan'feng'yi
卤莽灭裂 lu'mang'mie'lie
疑鬼疑神 yi'gui'yi'shen
矫世变俗 jiao'shi'bian'su
访亲问友 fang'qin'wen'you
以党举官 yi'dang'ju'guan
谢家宝树 xie'jia'bao'shu
离娄之明 li'lou'zhi'ming
奋武扬威 fen'wu'yang'wei
行己有耻 xing'ji'you'chi
口血未干 kou'xue'wei'gan
衣绣昼行 yi'xiu'zhou'xing
红紫乱朱 hong'zi'luan'zhu
视之不见 shi'zhi'bu'jian
孤蓬自振 gu'peng'zi'zhen
各从所好 ge'cong'suo'hao
望秋先零 wang'qiu'xian'ling
舆死扶伤 yu'si'fu'shang
水清方见两般鱼 shui'qing'fang'jian'liang'ban'yu
笃志不倦 du'zhi'bu'juan
浪迹天下 lang'ji'tian'xia
千了百当 qian'le'bai'dang
前无去路 qian'wu'qu'lu
负郭穷巷 fu'guo'qiong'xiang
擦脂抹粉 ca'zhi'mo'fen
诡诞不经 gui'dan'bu'jing
头昏脑眩 tou'hun'nao'xuan
一射之地 yi'she'zhi'di
龙驭上宾 long'yu'shang'bin
采风问俗 cai'feng'wen'su
骨肉乖离 gu'rou'guai'li
文期酒会 wen'qi'jiu'hui
协心同力 xie'xin'tong'li
楚楚有致 chu'chu'you'zhi
招权纳赇 zhao'quan'na'qiu
深入显出 shen'ru'xian'chu
遗臭千年 yi'chou'qian'nian
一波万波 yi'bo'wan'bo
倚财仗势 yi'cai'zhang'shi
论黄数黑 lun'huang'shu'hei
锦囊玉轴 jin'nang'yu'zhou
风趣横生 feng'qu'heng'sheng
道在屎溺 dao'zai'shi'ni
凫趋雀跃 fu'qu'que'yue
脸红筋涨 lian'hong'jin'zhang
能言快语 neng'yan'kuai'yu
蜂狂蝶乱 feng'kuang'die'luan
星流霆击 xing'liu'ting'ji
乌之雌雄 wu'zhi'ci'xiong
荣古虐今 rong'gu'nve'jin
反朴归真 fan'pu'gui'zhen
一日千丈 yi'ri'qian'zhang
父一辈子一辈 fu'yi'bei'zi'yi'bei
地尽其利 di'jin'qi'li
朝种暮获 chao'zhong'mu'huo
指雁为羹 zhi'yan'wei'geng
祸在旦夕 huo'zai'dan'xi
孟嘉落帽 meng'jia'luo'mao
人琴俱逝 ren'qin'ju'shi
普降喜雨 pu'jiang'xi'yu
天惊石破 tian'jing'shi'po
冬温夏清 dong'wen'xia'qing
吃着碗里瞧着锅里 chi'zhe'wan'li'qiao'zhe'guo'li
龙楼凤阁 long'lou'feng'ge
惊惶万状 jing'huang'wan'zhuang
揣摩迎合 chuai'mo'ying'he
炮龙烹凤 pao'long'peng'feng
声价十倍 sheng'jia'shi'bei
慈明无双 ci'ming'wu'shuang
黑灯下火 hei'deng'xia'huo
负笈游学 fu'ji'you'xue
牡丹虽好 mu'dan'sui'hao
牛口之下 niu'kou'zhi'xia
唇腐齿落 chun'fu'chi'luo
应机立断 ying'ji'li'duan
电掣星驰 dian'che'xing'chi
败鳞残甲 bai'lin'can'jia
才轻德薄 cai'qing'de'bao
如振落叶 ru'zhen'luo'ye
麟角凤觜 lin'jiao'feng'zi
更唱迭和 geng'chang'die'he
雁逝鱼沉 yan'shi'yu'chen
听风听水 ting'feng'ting'shui
历历如画 li'li'ru'hua
解腕尖刀 jie'wan'jian'dao
阖第光临 he'di'guang'lin
板板正正 ban'ban'zheng'zheng
片言一字 pian'yan'yi'zi
琴心相挑 qin'xin'xiang'tiao
朝阳鸣凤 chao'yang'ming'feng
风月常新 feng'yue'chang'xin
寻消问息 xun'xiao'wen'xi
黄香扇枕 huang'xiang'shan'zhen
精卫衔石 jing'wei'xian'shi
纷华靡丽 fen'hua'mi'li
一苇可航 yi'wei'ke'hang
百炼千锤 bai'lian'qian'chui
析骸易子 xi'hai'yi'zi
兵不接刃 bing'bu'jie'ren
由窦尚书 you'dou'shang'shu
寂若无人 ji'ruo'wu'ren
运筹演谋 yun'chou'yan'mou
白袷蓝衫 bai'jia'lan'shan
豆剖瓜分 dou'pou'gua'fen
攀亲道故 pan'qin'dao'gu
林下风致 lin'xia'feng'zhi
复旧如初 fu'jiu'ru'chu
饿莩载道 e'fu'zai'dao
话里带刺 hua'li'dai'ci
救寒莫如重裘 jiu'han'mo'ru'zhong'qiu
入境问禁 ru'jing'wen'jin
折节向学 zhe'jie'xiang'xue
九经三史 jiu'jing'san'shi
诛暴讨逆 zhu'bao'tao'ni
心痒难揉 xin'yang'nan'rou
织当访婢 zhi'dang'fang'bi
衔橛之变 xian'jue'zhi'bian
黄发台背 huang'fa'tai'bei
规矩钩绳 gui'ju'gou'sheng
寻花觅柳 xun'hua'mi'liu
弊帚千金 bi'zhou'qian'jin
豪情逸致 hao'qing'yi'zhi
戚戚具尔 qi'qi'ju'er
腰金衣紫 yao'jin'yi'zi
久居人下 jiu'ju'ren'xia
刳胎杀夭 ku'tai'sha'yao
绸缪未雨 chou'miao'wei'yu
麦穗两歧 mai'sui'liang'qi
精进勇猛 jing'jin'yong'meng
猿惊鹤怨 yuan'jing'he'yuan
不当不正 bu'dang'bu'zheng
吸新吐故 xi'xin'tu'gu
雷大雨小 lei'da'yu'xiao
阿绵花屎 a'mian'hua'shi
筑坛拜将 zhu'tan'bai'jiang
畏难苟安 wei'nan'gou'an
德薄才疏 de'bao'cai'shu
饿虎见羊 e'hu'jian'yang
百堵皆作 bai'du'jie'zuo
不恤人言 bu'xu'ren'yan
功名盖世 gong'ming'gai'shi
切磨箴规 qie'mo'zhen'gui
流水桃花 liu'shui'tao'hua
羌无故实 qiang'wu'gu'shi
九十其仪 jiu'shi'qi'yi
言不二价 yan'bu'er'jia
孤雌寡鹤 gu'ci'gua'he
罚弗及嗣 fa'fu'ji'si
瑶草奇花 yao'cao'qi'hua
俯仰唯唯 fu'yang'wei'wei
赃私狼藉 zang'si'lang'ji
入宝山而空回 ru'bao'shan'er'kong'hui
俾夜作昼 bi'ye'zuo'zhou
发指眦裂 fa'zhi'zi'lie
师直为壮 shi'zhi'wei'zhuang
猜枚行令 cai'mei'xing'ling
鸾飘凤泊 luan'piao'feng'po
余膏剩馥 yu'gao'sheng'fu
临难不惧 lin'nan'bu'ju
冷心冷面 leng'xin'leng'mian
六根互用 liu'gen'hu'yong
全神关注 quan'shen'guan'zhu
罕言寡语 han'yan'gua'yu
以其昏昏使人昭昭 yi'qi'hun'hun'shi'ren'zhao'zhao
金鼓连天 jin'gu'lian'tian
眼馋肚饱 yan'chan'du'bao
心荡神怡 xin'dang'shen'yi
出尘之姿 chu'chen'zhi'zi
贻误军机 yi'wu'jun'ji
苦心焦思 ku'xin'jiao'si
七返还丹 qi'fan'hai'dan
惹是招非 re'shi'zhao'fei
意气飞扬 yi'qi'fei'yang
视若儿戏 shi'ruo'r'xi
迎刃冰解 ying'ren'bing'jie
凿凿可据 zao'zao'ke'ju
东南之宝 dong'nan'zhi'bao
成帮结队 cheng'bang'jie'dui
贯通融会 guan'tong'rong'hui
轮扁斫轮 lun'bian'zhuo'lun
枯木逢春犹再发 ku'mu'feng'chun'you'zai'fa
夫人裙带 fu'ren'qun'dai
合两为一 he'liang'wei'yi
鲁卫之政 lu'wei'zhi'zheng
争功诿过 zheng'gong'wei'guo
持禄养交 chi'lu'yang'jiao
以功补过 yi'gong'bu'guo
虎踞鲸吞 hu'ju'jing'tun
通同一气 tong'tong'yi'qi
丰功茂德 feng'gong'mao'de
蕙心纨质 hui'xin'wan'zhi
薄赋轻徭 bao'fu'qing'yao
坐不窥堂 zuo'bu'kui'tang
拔地倚天 ba'di'yi'tian
奇葩异卉 qi'pa'yi'hui
月中折桂 yue'zhong'zhe'gui
靖言庸回 jing'yan'yong'hui
平地起雷 ping'di'qi'lei
研精致思 yan'jing'zhi'si
口角生风 kou'jiao'sheng'feng
丰年玉荒年谷 feng'nian'yu'huang'nian'gu
国家多故 guo'jia'duo'gu
传诵不绝 chuan'song'bu'jue
举世无比 ju'shi'wu'bi
玉洁松贞 yu'jie'song'zhen
八音迭奏 ba'yin'die'zou
金石之功 jin'shi'zhi'gong
以一警百 yi'yi'jing'bai
黄门驸马 huang'men'fu'ma
日省月试 ri'sheng'yue'shi
不解之仇 bu'jie'zhi'chou
摸棱两可 mo'leng'liang'ke
正冠李下 zheng'guan'li'xia
视如陌路 shi'ru'mo'lu
销魂荡魄 xiao'hun'dang'po
见经识经 jian'jing'shi'jing
禁网疏阔 jin'wang'shu'kuo
哀喜交并 ai'xi'jiao'bing
阑风长雨 lan'feng'zhang'yu
綦溪利跂 qi'xi'li'qi
从长商议 cong'zhang'shang'yi
倾盖之交 qing'gai'zhi'jiao
执其两端 zhi'qi'liang'duan
盲风怪雨 mang'feng'guai'yu
贞下起元 zhen'xia'qi'yuan
去本趋末 qu'ben'qu'mo
心腹之忧 xin'fu'zhi'you
人死如灯灭 ren'si'ru'deng'mie
以羊易牛 yi'yang'yi'niu
洪钟大吕 hong'zhong'da'lv
自诒伊戚 zi'yi'yi'qi
高堂大厦 gao'tang'da'sha
谋夫孔多 mou'fu'kong'duo
鼠牙雀角 shu'ya'que'jiao
袅袅余音 niao'niao'yu'yin
倾耳注目 qing'er'zhu'mu
堂皇冠冕 tang'huang'guan'mian
舞文巧诋 wu'wen'qiao'di
认贼为父 ren'zei'wei'fu
聱牙诘曲 ao'ya'ji'qu
救火扬沸 jiu'huo'yang'fei
有己无人 you'ji'wu'ren
出奇致胜 chu'qi'zhi'sheng
独得之秘 du'de'zhi'mi
从俗浮沉 cong'su'fu'chen
京兆画眉 jing'zhao'hua'mei
重门击柝 zhong'men'ji'tuo
半涂而废 ban'tu'er'fei
敢不唯命 gan'bu'wei'ming
对面不识 dui'mian'bu'shi
目瞪口结 mu'deng'kou'jie
肮肮脏脏 ang'ang'zang'zang
海中捞月 hai'zhong'lao'yue
股肱耳目 gu'gong'er'mu
与时俯仰 yu'shi'fu'yang
弃瑕取用 qi'xia'qu'yong
穷工极巧 qiong'gong'ji'qiao
阿谀苟合 a'yu'gou'he
抱才而困 bao'cai'er'kun
果熟蒂落 guo'shu'di'luo
白雪阳春 bai'xue'yang'chun
十死一生 shi'si'yi'sheng
道学先生 dao'xue'xian'sheng
桑榆之年 sang'yu'zhi'nian
好行小慧 hao'xing'xiao'hui
羁旅异乡 ji'lv'yi'xiang
春秋无义战 chun'qiu'wu'yi'zhan
贫无达士将金赠 pin'wu'da'shi'jiang'jin'zeng
苍蝇碰壁 cang'ying'peng'bi
今蝉蜕壳 jin'chan'tui'ke
闭门扫轨 bi'men'sao'gui
绳愆纠谬 sheng'qian'jiu'miu
买田阳羡 mai'tian'yang'xian
衔尾相随 xian'wei'xiang'sui
眉眼如画 mei'yan'ru'hua
责有攸归 ze'you'you'gui
攻其一点不及其余 gong'qi'yi'dian'bu'ji'qi'yu
愤世嫉邪 fen'shi'ji'xie
使之闻之 shi'zhi'wen'zhi
骈拇枝指 pian'mu'zhi'zhi
灌夫骂坐 guan'fu'ma'zuo
玉走金飞 yu'zou'jin'fei
人心所归 ren'xin'suo'gui
朝夕不保 chao'xi'bu'bao
遐迩一体 xia'er'yi'ti
龙楼凤阙 long'lou'feng'que
马上墙头 ma'shang'qiang'tou
贼人胆虚 zei'ren'dan'xu
三步两脚 san'bu'liang'jiao
三无坐处 san'wu'zuo'chu
凡胎浊骨 fan'tai'zhuo'gu
履丝曳缟 lv'si'ye'gao
入少出多 ru'shao'chu'duo
敖不可长 ao'bu'ke'zhang
逆旅主人 ni'lv'zhu'ren
挑三豁四 tiao'san'huo'si
抓破脸皮 zhua'po'lian'pi
直言正谏 zhi'yan'zheng'jian
祸生不测 huo'sheng'bu'ce
一馈十起 yi'kui'shi'qi
泣麟悲凤 qi'lin'bei'feng
一献三售 yi'xian'san'shou
铁棒磨成针 tie'bang'mo'cheng'zhen
遗风余俗 yi'feng'yu'su
睁眼瞎子 zheng'yan'xia'zi
燕安鸩毒 yan'an'zhen'du
词不悉心 ci'bu'xi'xin
蜩螗沸羹 tiao'tang'fei'geng
与时推移 yu'shi'tui'yi
紧行无好步 jin'xing'wu'hao'bu
贯朽粟陈 guan'xiu'su'chen
十步香草 shi'bu'xiang'cao
甘瓜苦蒂 gan'gua'ku'di
面额焦烂 mian'e'jiao'lan
远人无目 yuan'ren'wu'mu
枝附叶连 zhi'fu'ye'lian
国尔忘家 guo'er'wang'jia
狐裘尨茸 hu'qiu'mang'rong
承上接下 cheng'shang'jie'xia
锦衣还乡 jin'yi'hai'xiang
十发十中 shi'fa'shi'zhong
向风慕义 xiang'feng'mu'yi
灼见真知 zhuo'jian'zhen'zhi
衔冤负屈 xian'yuan'fu'qu
面是背非 mian'shi'bei'fei
春露秋霜 chun'lu'qiu'shuang
习以成俗 xi'yi'cheng'su
怡颜悦色 yi'yan'yue'se
头上安头 tou'shang'an'tou
闻一知二 wen'yi'zhi'er
巧言如流 qiao'yan'ru'liu
同心共胆 tong'xin'gong'dan
表里河山 biao'li'he'shan
累块积苏 lei'kuai'ji'su
搦管操觚 nuo'guan'cao'gu
只轮无反 zhi'lun'wu'fan
安室利处 an'shi'li'chu
耳闻目击 er'wen'mu'ji
短兵接战 duan'bing'jie'zhan
恩礼有加 en'li'you'jia
切齿拊心 qie'chi'fu'xin
买马招军 mai'ma'zhao'jun
螳螂黄雀 tang'lang'huang'que
赏不逾时 shang'bu'yu'shi
唇干口燥 chun'gan'kou'zao
东床佳婿 dong'chuang''xu
枝叶扶苏 zhi'ye'fu'su
燕颔虎颈 yan'han'hu'jing
明罚敕法 ming'fa'chi'fa
一仍旧贯 yi'reng'jiu'guan
臣心如水 chen'xin'ru'shui
泥古守旧 ni'gu'shou'jiu
狗盗鼠窃 gou'dao'shu'qie
弛声走誉 chi'sheng'zou'yu
矮人看场 ai'ren'kan'chang
回肠伤气 hui'chang'shang'qi
湖吃海喝 hu'chi'hai'he
公公道道 gong'gong'dao'dao
剥皮抽筋 bo'pi'chou'jin
蓬头赤脚 peng'tou'chi'jiao
三条九陌 san'tiao'jiu'mo
一命之荣 yi'ming'zhi'rong
宴尔新婚 yan'er'xin'hun
深沟壁垒 shen'gou'bi'lei
杀鸡抹脖 sha'ji'mo'bo
食毛践土 shi'mao'jian'tu
陈辞滥调 chen'ci'lan'diao
爱才如渴 ai'cai'ru'ke
水可载舟亦可覆舟 shui'ke'zai'zhou'yi'ke'fu'zhou
白眼相看 bai'yan'xiang'kan
风树之悲 feng'shu'zhi'bei
矜功不立 guan'gong'bu'li
人是衣装 ren'shi'yi'zhuang
舞词弄札 wu'ci'nong'zha
蘧瑗知非 qu'yuan'zhi'fei
举无遗策 ju'wu'yi'ce
冰肌雪肤 bing'ji'xue'fu
扇枕温被 shan'zhen'wen'bei
劬劳之恩 qu'lao'zhi'en
卖妻鬻子 mai'qi'yu'zi
瘦羊博士 shou'yang'bo'shi
膏粱文绣 gao'liang'wen'xiu
面如凝脂 mian'ru'ning'zhi
乡壁虚造 xiang'bi'xu'zao
衣锦夜游 yi'jin'ye'you
迷而不反 mi'er'bu'fan
入海算沙 ru'hai'suan'sha
绿女红男 lv'nv'hong'nan
牛骥同皂 niu'ji'tong'zao
矮矮实实 ai'ai'shi'shi
龟龙片甲 gui'long'pian'jia
河汾门下 he'fen'men'xia
绣虎雕龙 xiu'hu'diao'long
大斗小秤 da'dou'xiao'cheng
闲言冷语 xian'yan'leng'yu
和合四象 he'he'si'xiang
扇枕温席 shan'zhen'wen'xi
匣剑帷灯 xia'jian'wei'deng
黄芦苦竹 huang'lu'ku'zhu
朝章国故 chao'zhang'guo'gu
敬如上宾 jing'ru'shang'bin
分毫无爽 fen'hao'wu'shuang
落井投石 luo'jing'tou'shi
踵武相接 zhong'wu'xiang'jie
灯尽油干 deng'jin'you'gan
神色张皇 shen'se'zhang'huang
闻弦歌而知雅意 wen'xian'ge'er'zhi'ya'yi
游山玩景 you'shan'wan'jing
五心六意 wu'xin'liu'yi
高门大屋 gao'men'da'wu
风流酝藉 feng'liu'yun'ji
孝子慈孙 xiao'zi'ci'sun
争猫丢牛 zheng'mao'diu'niu
古貌古心 gu'mao'gu'xin
一言偾事 yi'yan'fen'shi
上下有服 shang'xia'you'fu
觅爱追欢 mi'ai'zhui'huan
脚心朝天 jiao'xin'chao'tian
虎视鹰瞵 hu'shi'ying'lin
恶事行千里 e'shi'xing'qian'li
立谈之间 li'tan'zhi'jian
高冠博带 gao'guan'bo'dai
跋扈飞扬 ba'hu'fei'yang
反躬自责 fan'gong'zi'ze
单挑独斗 dan'tiao'du'dou
巢倾卵破 chao'qing'luan'po
萧然物外 xiao'ran'wu'wai
淋漓痛快 lin'li'tong'kuai
敬上爱下 jing'shang'ai'xia
家道消乏 jia'dao'xiao'fa
蓬荜生光 peng'bi'sheng'guang
羹藜含糗 geng'li'han'qiu
前后相悖 qian'hou'xiang'bei
镜破钗分 jing'po'chai'fen
运运亨通 yun'yun'heng'tong
燕语莺啼 yan'yu'ying'ti
寡人之疾 gua'ren'zhi'ji
五抢六夺 wu'qiang'liu'duo
服冕乘轩 fu'mian'cheng'xuan
勒马悬崖 lei'ma'xuan'ya
四角俱全 si'jiao'ju'quan
使酒骂座 shi'jiu'ma'zuo
惯子如杀子 guan'zi'ru'sha'zi
堂上一呼 tang'shang'yi'hu
惜指失掌 xi'zhi'shi'zhang
闲情逸志 xian'qing'yi'zhi
光阴似水 guang'yin'shi'shui
须眉皓然 xu'mei'hao'ran
成何世界 cheng'he'shi'jie
弄斧班门 nong'fu'ban'men
腹诽心谤 fu'fei'xin'bang
不知者不罪 bu'zhi'zhe'bu'zui
废文任武 fei'wen'ren'wu
百事亨通 bai'shi'heng'tong
贻笑后人 yi'xiao'hou'ren
和璧隋珠 he'bi'sui'zhu
心平气定 xin'ping'qi'ding
尽心竭诚 jin'xin'jie'cheng
阿尊事贵 a'zun'shi'gui
笔下超生 bi'xia'chao'sheng
天假之年 tian'jia'zhi'nian
鲜车健马 xian'che'jian'ma
东床娇客 dong'chuang''ke
柳折花残 liu'zhe'hua'can
轻财仗义 qing'cai'zhang'yi
出奇无穷 chu'qi'wu'qiong
将功折过 jiang'gong'zhe'guo
不愧不怍 bu'kui'bu'zuo
安常守分 an'chang'shou'fen
嵇侍中血 ji'shi'zhong'xue
椎髻布衣 chui'ji'bu'yi
斗筲之役 dou'shao'zhi'yi
恶直丑正 e'zhi'chou'zheng
日以为常 ri'yi'wei'chang
长恶不悛 zhang'e'bu'quan
奸人之雄 jian'ren'zhi'xiong
不恶而严 bu'e'er'yan
斩钢截铁 zhan'gang'jie'tie
屯街塞巷 tun'jie'sai'xiang
吞言咽理 tun'yan'yan'li
倨傲鲜腆 ju'ao'xian'tian
鬻儿卖女 yu'r'mai'nv
痴心女子负心汉 chi'xin'nv'zi'fu'xin'han
与其坐而论道 yu'qi'zuo'er'lun'dao
畴咨之忧 chou'zi'zhi'you
凤泊鸾飘 feng'po'luan'piao
连州比县 lian'zhou'bi'xian
甜言软语 tian'yan'ruan'yu
意懒心慵 yi'lan'xin'yong
爱憎无常 ai'zeng'wu'chang
沥胆披肝 li'dan'pi'gan
孟母择邻 meng'mu'ze'lin
争多论少 zheng'duo'lun'shao
枕中鸿宝 zhen'zhong'hong'bao
国事多艰 guo'shi'duo'jian
怕痛怕痒 pa'tong'pa'yang
大势已见 da'shi'yi'jian
拱手投降 gong'shou'tou'jiang
敲金击玉 qiao'jin'ji'yu
吹竹弹丝 chui'zhu'dan'si
比肩连袂 bi'jian'lian'mei
没没无闻 mei'mei'wu'wen
采善贬恶 cai'shan'bian'e
得其三昧 de'qi'san'mei
高枕勿忧 gao'zhen'wu'you
九流人物 jiu'liu'ren'wu
加砖添瓦 jia'zhuan'tian'wa
强毅果敢 qiang'yi'guo'gan
毛施淑姿 mao'shi'shu'zi
千绪万端 qian'xu'wan'duan
沉李浮瓜 chen'li'fu'gua
好梦不长 hao'meng'bu'zhang
指东画西 zhi'dong'hua'xi
瞻望咨嗟 zhan'wang'zi'jie
批风抹月 pi'feng'mo'yue
高官重禄 gao'guan'zhong'lu
半面之旧 ban'mian'zhi'jiu
钩爪锯牙 gou'zhao'ju'ya
欺名盗世 qi'ming'dao'shi
